Timestamp,How old are you?,What is your gender?,Where do you currently live?,How would you rate the overall cleanliness of the public toilets you have used in the past month?,How safe do you feel when using public toilets ?,What features would you like to see in public toilets to make them more comfortable and convenient? ,"Do you have public services like buses, parks , or libraries?","How often do you use public transportation (buses, trains,etc.)?",How satisfied are you with the public transportation in your area?,What changes would you like to see in public transportation?,Do you visit parks in your area?,What would make you more likely to visit local parks?,Which park amenities are most important to you?,What is the most significant issue or concern you face when visiting local parks? ,Do you feel safe using public transportation in your area?,Are there any new service you'd like to see in local parks? ,How satisfied are you with the services and resources offered by local libraries?, How often do you visit the library?,How satisfied are you with local public services overall?,What types of programs or services would you like to see offered at local libraries?, Do you have any suggestions for improving local public services?
2025-03-09 00:35:01.086,18-35 years,Male,mysuru,,,,Yes,Never,Unsatisfied,"Cleaner, more comfortable vehicles",No,Better maintenance and cleanliness,Playgrounds,Accessibility and inclusivity,No,Sports equipment rentals,Dissatisfied,Rarely,Neutral,Language learning programs,Invest in technology
2025-03-09 00:35:14.613,36-50 years,Male,Bengaluru,,,,No,Once a week,Satisfied,Reduced fares or free transfers,No,Increased programming and events,Walking trails,Crowding and noise,Sometimes,Electric vehicle charging stations,Dissatisfied,Quarterly,Dissatisfied,E book access,Improve customer service
2025-03-09 00:35:19.599,36-50 years,Male,mysuru,,,,Yes,Once a week,Unsatisfied,"Cleaner, more comfortable vehicles",Sometimes,Better maintenance and cleanliness,Walking trails,Accessibility and inclusivity,Yes,Sports equipment rentals,Neutral,Weekly,Neutral,E book access,Increase transparency
2025-03-09 00:35:26.000,36-50 years,Male,chennai,,,,Yes,A few times a week,Neutral,"Cleaner, more comfortable vehicles",No,Improved lighting and safety,Picnic area,Lack of amenities,Yes,Sports equipment rentals,Neutral,Quarterly,Very Dissatisfied,Language learning programs,Enhance community engagement
2025-03-09 00:35:38.570,36-50 years,Female,palamaner,,,,No,A few times a week,Unsatisfied,Reduced fares or free transfers,Sometimes,More amenities,Picnic area,Safety and security,Sometimes,Electric vehicle charging stations,Dissatisfied,Quarterly,Satisfied,"DIY workshop(crafting,painting)",Increase transparency
2025-03-09 00:35:39.339,18-35 years,Male,Bengaluru,,,,Yes,Once a week,Very unsatisfied,Increased safety and security,Yes,Better maintenance and cleanliness,Picnic area,Lack of amenities,No,Sports equipment rentals,Neutral,Quarterly,Satisfied,E book access,Invest in technology
2025-03-09 00:36:05.824,36-50 years,Male,Tirupati,,,,No,A few times a week,Neutral,"Cleaner, more comfortable vehicles",Sometimes,Better maintenance and cleanliness,Picnic area,Crowding and noise,No,Electric vehicle charging stations,Neutral,Quarterly,Satisfied,"DIY workshop(crafting,painting)",Improve customer service
2025-03-09 00:36:29.597,36-50 years,Female,mysuru,,,,No,Never,Unsatisfied,"Cleaner, more comfortable vehicles",Sometimes,Increased programming and events,Walking trails,Maintenance and cleanliness,Sometimes,Electric vehicle charging stations,Satisfied,Monthly,Neutral,Language learning programs,Invest in technology
2025-03-09 00:36:37.501,18-35 years,Male,Hyderabad,,,,Yes,Never,Satisfied,More frequent buses/trains,No,More amenities,Restrooms,Accessibility and inclusivity,No,Electric vehicle charging stations,Satisfied,Quarterly,Very Dissatisfied,"DIY workshop(crafting,painting)",Invest in technology
2025-03-09 00:36:50.283,18-35 years,Female,Bengaluru,,,,Yes,A few times a week,Satisfied,"Cleaner, more comfortable vehicles",No,Better maintenance and cleanliness,Picnic area,Accessibility and inclusivity,Yes,Sports equipment rentals,Satisfied,Quarterly,Neutral,Language learning programs,Improve customer service
2025-03-09 00:37:09.034,18-35 years,Male,kanakapura,,,,No,Never,Unsatisfied,Reduced fares or free transfers,No,Increased programming and events,Sports facilities,Accessibility and inclusivity,No,Electric vehicle charging stations,Satisfied,Monthly,Neutral,Language learning programs,Improve customer service
2025-03-09 00:37:27.327,36-50 years,Female,Andhra pradesh,,,,Yes,Everyday,Neutral,Increased safety and security,No,Increased programming and events,Playgrounds,Accessibility and inclusivity,No,Sports equipment rentals,Very Satisfied,Weekly,Neutral,Language learning programs,Improve customer service
2025-03-09 00:37:28.197,51-70 years,Female,Andhra pradesh,,,,Yes,Once a week,Satisfied,"Cleaner, more comfortable vehicles",No,Better maintenance and cleanliness,Sports facilities,Accessibility and inclusivity,Sometimes,Sports equipment rentals,Very Satisfied,Monthly,Dissatisfied,Language learning programs,Invest in technology
2025-03-09 00:37:44.673,36-50 years,Male,Bengaluru,,,,No,Once a week,Satisfied,More frequent buses/trains,Yes,Improved lighting and safety,Picnic area,Accessibility and inclusivity,No,Electric vehicle charging stations,Satisfied,Never,Satisfied,E book access,Increase transparency
2025-03-09 00:38:27.980,18-35 years,Male,kanakapura,,,,Yes,Never,Satisfied,Increased safety and security,Yes,More amenities,Sports facilities,Accessibility and inclusivity,No,Electric vehicle charging stations,Satisfied,Rarely,Satisfied,"DIY workshop(crafting,painting)",Invest in technology
2025-03-09 00:38:56.408,18-35 years,Male,mysuru,,,,Yes,Once a week,Unsatisfied,Increased safety and security,Sometimes,Better maintenance and cleanliness,Picnic area,Accessibility and inclusivity,Sometimes,Sports equipment rentals,Neutral,Quarterly,Neutral,"DIY workshop(crafting,painting)",Increase transparency
2025-03-09 00:39:14.907,18-35 years,Male,kanakapura,,,,No,A few times a week,Neutral,Reduced fares or free transfers,Sometimes,More amenities,Sports facilities,Maintenance and cleanliness,Sometimes,Sports equipment rentals,Neutral,Quarterly,Very Satisfied,"DIY workshop(crafting,painting)",Increase transparency
2025-03-09 00:39:37.496,36-50 years,Female,mysuru,,,,Yes,A few times a week,Neutral,Reduced fares or free transfers,Yes,Increased programming and events,Walking trails,Lack of amenities,No,Electric vehicle charging stations,Dissatisfied,Quarterly,Satisfied,Language learning programs,Invest in technology
2025-03-09 00:39:58.774,18-35 years,Male,palamaner,,,,No,A few times a week,Unsatisfied,"Cleaner, more comfortable vehicles",No,Increased programming and events,Playgrounds,Maintenance and cleanliness,Sometimes,Sports equipment rentals,Neutral,Rarely,Very Satisfied,E book access,Invest in technology
2025-03-09 00:40:16.203,18-35 years,Female,mysuru,,,,Yes,A few times a week,Neutral,Increased safety and security,No,Increased programming and events,Playgrounds,Accessibility and inclusivity,No,Electric vehicle charging stations,Neutral,Rarely,Satisfied,E book access,Improve customer service
2025-03-09 00:40:37.401,18-35 years,Female,kanakapura,,,,Yes,Never,Neutral,Reduced fares or free transfers,No,Increased programming and events,Sports facilities,Accessibility and inclusivity,No,Electric vehicle charging stations,Neutral,Quarterly,Neutral,"DIY workshop(crafting,painting)",Increase transparency
2025-03-09 00:40:53.810,36-50 years,Male,palamaner,,,,No,A few times a week,Neutral,"Cleaner, more comfortable vehicles",No,Increased programming and events,Walking trails,Maintenance and cleanliness,Yes,Electric vehicle charging stations,Neutral,Quarterly,Dissatisfied,E book access,Invest in technology
2025-03-09 00:41:09.289,36-50 years,Male,Bengaluru,,,,No,A few times a week,Unsatisfied,Reduced fares or free transfers,No,More amenities,Sports facilities,Maintenance and cleanliness,Yes,Sports equipment rentals,Neutral,Weekly,Very Satisfied,E book access,Improve customer service
2025-03-09 00:41:25.826,36-50 years,Male,Bengaluru,,,,Yes,A few times a week,Neutral,Reduced fares or free transfers,Yes,More amenities,Walking trails,Accessibility and inclusivity,No,Electric vehicle charging stations,Satisfied,Never,Neutral,Language learning programs,Invest in technology
2025-03-09 00:41:46.084,36-50 years,Male,kanakapura,,,,No,Never,Unsatisfied,"Cleaner, more comfortable vehicles",No,Better maintenance and cleanliness,Sports facilities,Safety and security,Yes,Sports equipment rentals,Dissatisfied,Rarely,Dissatisfied,"DIY workshop(crafting,painting)",Increase transparency
2025-03-09 00:42:04.599,36-50 years,Female,Hyderabad,,,,Yes,Never,Satisfied,"Cleaner, more comfortable vehicles",Sometimes,Better maintenance and cleanliness,Walking trails,Accessibility and inclusivity,Sometimes,Sports equipment rentals,Dissatisfied,Quarterly,Dissatisfied,E book access,Improve customer service
2025-03-09 00:42:20.749,36-50 years,Female,Hyderabad,,,,Yes,Once a week,Satisfied,Reduced fares or free transfers,Yes,More amenities,Sports facilities,Accessibility and inclusivity,Sometimes,Public restrooms,Neutral,Monthly,Satisfied,E book access,Increase transparency
2025-03-09 00:42:38.111,18-35 years,Male,kanakapura,,,,Yes,Never,Unsatisfied,More frequent buses/trains,Sometimes,Better maintenance and cleanliness,Walking trails,Maintenance and cleanliness,Yes,Sports equipment rentals,Satisfied,Monthly,Neutral,E book access,Improve customer service
2025-03-09 00:42:54.799,18-35 years,Female,mysuru,,,,No,Once a week,Unsatisfied,Reduced fares or free transfers,No,Increased programming and events,Sports facilities,Lack of amenities,No,Sports equipment rentals,Dissatisfied,Never,Dissatisfied,Language learning programs,Enhance community engagement
2025-03-09 00:43:04.121,36-50 years,Male,Hyderabad,,,,No,A few times a week,Satisfied,More frequent buses/trains,No,Increased programming and events,Sports facilities,Accessibility and inclusivity,No,Public restrooms,Dissatisfied,Monthly,Satisfied,E book access,Improve customer service
2025-03-09 00:43:11.510,36-50 years,Female,Hyderabad,,,,No,Never,Unsatisfied,Reduced fares or free transfers,No,Increased programming and events,Walking trails,Accessibility and inclusivity,No,Sports equipment rentals,Neutral,Rarely,Satisfied,E book access,Improve customer service
2025-03-09 00:43:30.231,18-35 years,Female,kanakapura,,,,No,Once a week,Neutral,Reduced fares or free transfers,Sometimes,Increased programming and events,Restrooms,Crowding and noise,Sometimes,Electric vehicle charging stations,Neutral,Rarely,Satisfied,E book access,Increase transparency
2025-03-09 00:43:46.993,10-18 years,Male,kanakapura,,,,No,A few times a week,Satisfied,More frequent buses/trains,Yes,More amenities,Picnic area,Maintenance and cleanliness,Yes,Sports equipment rentals,Dissatisfied,Quarterly,Neutral,Language learning programs,Improve customer service
2025-03-09 00:44:05.439,36-50 years,Female,mysuru,,,,Yes,Once a week,Neutral,"Cleaner, more comfortable vehicles",Yes,More amenities,Playgrounds,Accessibility and inclusivity,No,Sports equipment rentals,Neutral,Monthly,Neutral,E book access,Invest in technology
2025-03-09 00:44:09.021,51-70 years,Male,Bengaluru,,,,No,Once a week,Unsatisfied,Increased safety and security,Sometimes,Increased programming and events,Sports facilities,Accessibility and inclusivity,Sometimes,Electric vehicle charging stations,Dissatisfied,Quarterly,Neutral,E book access,Improve customer service
2025-03-09 00:44:21.696,10-18 years,Male,Andhra pradesh,,,,Yes,A few times a week,Unsatisfied,"Cleaner, more comfortable vehicles",No,Increased programming and events,Picnic area,Maintenance and cleanliness,Yes,Sports equipment rentals,Neutral,Monthly,Neutral,Language learning programs,Improve customer service
2025-03-09 00:44:42.038,36-50 years,Male,Hyderabad,,,,No,A few times a week,Unsatisfied,"Cleaner, more comfortable vehicles",No,Increased programming and events,Restrooms,Lack of amenities,No,Sports equipment rentals,Dissatisfied,Quarterly,Neutral,E book access,Invest in technology
2025-03-09 00:45:00.871,18-35 years,Male,Bengaluru,,,,Yes,Once a week,Neutral,Reduced fares or free transfers,No,Improved lighting and safety,Playgrounds,Lack of amenities,No,Sports equipment rentals,Satisfied,Monthly,Satisfied,Language learning programs,Improve customer service
2025-03-09 00:45:14.882,36-50 years,Male,kanakapura,,,,No,Never,Unsatisfied,"Cleaner, more comfortable vehicles",Sometimes,Better maintenance and cleanliness,Picnic area,Lack of amenities,No,Sports equipment rentals,Satisfied,Quarterly,Neutral,E book access,Invest in technology
2025-03-09 00:45:31.870,18-35 years,Male,kanakapura,,,,No,Once a week,Neutral,"Cleaner, more comfortable vehicles",No,Better maintenance and cleanliness,Walking trails,Accessibility and inclusivity,No,Sports equipment rentals,Neutral,Quarterly,Satisfied,Language learning programs,Improve customer service
2025-03-09 00:45:46.339,10-18 years,Female,Hyderabad,,,,No,Once a week,Unsatisfied,"Cleaner, more comfortable vehicles",Yes,More amenities,Walking trails,Lack of amenities,No,Electric vehicle charging stations,Neutral,Weekly,Neutral,E book access,Invest in technology
2025-03-09 00:45:52.364,36-50 years,Male,chennai,,,,No,A few times a week,Neutral,Reduced fares or free transfers,No,Increased programming and events,Picnic area,Maintenance and cleanliness,No,Electric vehicle charging stations,Neutral,Monthly,Neutral,"DIY workshop(crafting,painting)",Increase transparency
2025-03-09 00:46:07.048,18-35 years,Male,Hyderabad,,,,Yes,A few times a week,Neutral,More frequent buses/trains,Sometimes,Better maintenance and cleanliness,Walking trails,Accessibility and inclusivity,No,Electric vehicle charging stations,Dissatisfied,Rarely,Neutral,"DIY workshop(crafting,painting)",Improve customer service
2025-03-09 00:46:26.455,36-50 years,Female,Hyderabad,,,,Yes,Once a week,Neutral,More frequent buses/trains,Yes,Increased programming and events,Sports facilities,Accessibility and inclusivity,No,Sports equipment rentals,Neutral,Monthly,Dissatisfied,Language learning programs,Invest in technology
2025-03-09 00:46:38.115,18-35 years,Female,Hyderabad,,,,No,Once a week,Unsatisfied,Reduced fares or free transfers,Yes,Increased programming and events,Picnic area,Lack of amenities,Yes,Sports equipment rentals,Very dissatisfied,Monthly,Neutral,E book access,Increase transparency
2025-03-09 00:46:45.954,36-50 years,Female,mysuru,,,,No,Once a week,Neutral,Reduced fares or free transfers,No,Increased programming and events,Walking trails,Accessibility and inclusivity,Sometimes,Public restrooms,Very Satisfied,Rarely,Very Satisfied,E book access,Improve customer service
2025-03-09 00:47:07.898,36-50 years,Female,kanakapura,,,,Yes,Once a week,Neutral,Reduced fares or free transfers,Yes,Improved lighting and safety,Sports facilities,Lack of amenities,Sometimes,Public restrooms,Satisfied,Monthly,Neutral,Language learning programs,Enhance community engagement
2025-03-09 00:47:08.723,10-18 years,Male,kanakapura,,,,No,Never,Neutral,"Cleaner, more comfortable vehicles",Sometimes,Increased programming and events,Sports facilities,Lack of amenities,Yes,Electric vehicle charging stations,Very dissatisfied,Weekly,Satisfied,Language learning programs,Enhance community engagement
2025-03-09 00:48:04.120,36-50 years,Female,mysuru,,,,No,Once a week,Neutral,"Cleaner, more comfortable vehicles",Yes,Increased programming and events,Walking trails,Lack of amenities,Yes,Electric vehicle charging stations,Neutral,Monthly,Neutral,"DIY workshop(crafting,painting)",Improve customer service
2025-03-09 00:48:22.665,36-50 years,Male,mysuru,,,,Yes,Once a week,Satisfied,"Cleaner, more comfortable vehicles",Yes,Increased programming and events,Restrooms,Safety and security,No,Electric vehicle charging stations,Neutral,Rarely,Dissatisfied,Language learning programs,Invest in technology
2025-03-09 00:48:44.839,18-35 years,Male,Bengaluru,,,,Yes,Once a week,Neutral,"Cleaner, more comfortable vehicles",Yes,Increased programming and events,Picnic area,Lack of amenities,Sometimes,Electric vehicle charging stations,Dissatisfied,Rarely,Satisfied,Language learning programs,Improve customer service
2025-03-09 00:49:02.700,36-50 years,Male,mysuru,,,,Yes,Once a week,Neutral,Reduced fares or free transfers,Sometimes,Increased programming and events,Walking trails,Accessibility and inclusivity,Yes,Electric vehicle charging stations,Neutral,Monthly,Neutral,"DIY workshop(crafting,painting)",Improve customer service
2025-03-09 00:49:20.985,18-35 years,Female,mysuru,,,,Yes,A few times a week,Neutral,Reduced fares or free transfers,Sometimes,Increased programming and events,Sports facilities,Lack of amenities,No,Electric vehicle charging stations,Neutral,Monthly,Neutral,E book access,Improve customer service
2025-03-09 00:49:39.569,51-70 years,Male,mysuru,,,,Yes,Once a week,Neutral,Reduced fares or free transfers,No,Increased programming and events,Walking trails,Lack of amenities,Yes,Public restrooms,Neutral,Quarterly,Satisfied,E book access,Increase transparency
2025-03-09 00:49:55.255,51-70 years,Male,kanakapura,,,,Yes,Once a week,Neutral,More frequent buses/trains,No,More amenities,Picnic area,Accessibility and inclusivity,No,Electric vehicle charging stations,Neutral,Quarterly,Dissatisfied,Language learning programs,Improve customer service
2025-03-09 00:50:12.925,36-50 years,Male,mysuru,,,,Yes,Once a week,Satisfied,Increased safety and security,Yes,Better maintenance and cleanliness,Walking trails,Crowding and noise,No,Public restrooms,Neutral,Monthly,Neutral,Language learning programs,Improve customer service
2025-03-09 00:50:29.011,18-35 years,Male,mysuru,,,,Yes,Once a week,Satisfied,Increased safety and security,Yes,More amenities,Walking trails,Maintenance and cleanliness,Yes,Electric vehicle charging stations,Neutral,Weekly,Dissatisfied,Language learning programs,Enhance community engagement
2025-03-09 00:50:34.299,36-50 years,Male,kanakapura,,,,Yes,Everyday,Neutral,Reduced fares or free transfers,No,More amenities,Picnic area,Accessibility and inclusivity,No,Electric vehicle charging stations,Satisfied,Monthly,Neutral,E book access,Invest in technology
2025-03-09 00:50:53.215,10-18 years,Male,mysuru,,,,Yes,A few times a week,Satisfied,"Cleaner, more comfortable vehicles",Yes,Increased programming and events,Walking trails,Lack of amenities,No,Sports equipment rentals,Neutral,Rarely,Neutral,Language learning programs,Improve customer service
2025-03-09 00:51:11.495,18-35 years,Male,mysuru,,,,Yes,Once a week,Satisfied,"Cleaner, more comfortable vehicles",Yes,Increased programming and events,Playgrounds,Accessibility and inclusivity,Yes,Public restrooms,Neutral,Monthly,Satisfied,E book access,Improve customer service
2025-03-09 00:51:59.173,36-50 years,Male,Hyderabad,,,,No,Never,Unsatisfied,Increased safety and security,Sometimes,Increased programming and events,Walking trails,Lack of amenities,No,Sports equipment rentals,Satisfied,Monthly,Dissatisfied,Language learning programs,Improve customer service
2025-03-09 00:55:57.932,51-70 years,Female,mysuru,,,,Yes,A few times a week,Satisfied,Increased safety and security,No,Increased programming and events,Sports facilities,Safety and security,Sometimes,Public restrooms,Very dissatisfied,Weekly,Very Satisfied,"DIY workshop(crafting,painting)",Improve customer service
2025-03-09 00:56:55.599,18-35 years,Female,Bengaluru,,,,Yes,Everyday,Satisfied,Reduced fares or free transfers,No,More amenities,Walking trails,Lack of amenities,No,Electric vehicle charging stations,Neutral,Rarely,Dissatisfied,"DIY workshop(crafting,painting)",Enhance community engagement
2025-03-09 00:57:05.016,18-35 years,Male,Hyderabad,,,,Yes,Everyday,Very unsatisfied,Reduced fares or free transfers,No,More amenities,Walking trails,Accessibility and inclusivity,No,Electric vehicle charging stations,Satisfied,Monthly,Very Dissatisfied,E book access,Enhance community engagement
2025-03-09 00:59:07.869,18-35 years,Female,Bengaluru,,,,No,Once a week,Neutral,Increased safety and security,No,More amenities,Walking trails,Accessibility and inclusivity,Sometimes,Sports equipment rentals,Dissatisfied,Never,Very Dissatisfied,"DIY workshop(crafting,painting)",Invest in technology
2025-03-09 01:01:34.200,36-50 years,Female,Andhra pradesh,,,,Yes,Once a week,Neutral,Increased safety and security,Sometimes,Increased programming and events,Walking trails,Crowding and noise,Yes,Public restrooms,Satisfied,Monthly,Satisfied,Language learning programs,Improve customer service
2025-03-09 01:03:13.154,10-18 years,Female,palamaner,,,,No,A few times a week,Satisfied,"Cleaner, more comfortable vehicles",No,More amenities,Restrooms,Safety and security,No,Public restrooms,Satisfied,Monthly,Dissatisfied,"DIY workshop(crafting,painting)",Invest in technology
2025-03-09 01:04:25.334,51-70 years,Female,kanakapura,,,,No,Never,Very satisfied,"Cleaner, more comfortable vehicles",No,More amenities,Picnic area,Lack of amenities,No,Public restrooms,Satisfied,Weekly,Very Satisfied,"DIY workshop(crafting,painting)",Improve customer service
2025-03-09 01:06:17.107,18-35 years,Female,chennai,,,,Yes,Once a week,Neutral,Increased safety and security,No,Increased programming and events,Walking trails,Accessibility and inclusivity,No,Public restrooms,Neutral,Quarterly,Satisfied,E book access,Improve customer service
2025-03-09 01:09:14.019,18-35 years,Male,Hyderabad,,,,Yes,A few times a week,Satisfied,Increased safety and security,No,Increased programming and events,Walking trails,Lack of amenities,No,Electric vehicle charging stations,Satisfied,Rarely,Satisfied,E book access,Invest in technology
2025-03-09 01:11:51.700,18-35 years,Male,chennai,,,,Yes,Once a week,Neutral,"Cleaner, more comfortable vehicles",Sometimes,Increased programming and events,Picnic area,Maintenance and cleanliness,No,Sports equipment rentals,Very Satisfied,Never,Very Satisfied,E book access,Invest in technology
2025-03-09 01:13:31.665,18-35 years,Female,kanakapura,,,,Yes,A few times a week,Unsatisfied,Increased safety and security,Sometimes,More amenities,Sports facilities,Maintenance and cleanliness,No,Public restrooms,Neutral,Monthly,Neutral,Language learning programs,Invest in technology
2025-03-09 01:14:20.534,18-35 years,Male,Hyderabad,,,,Yes,Once a week,Very satisfied,Reduced fares or free transfers,Sometimes,Increased programming and events,Walking trails,Maintenance and cleanliness,Yes,Electric vehicle charging stations,Dissatisfied,Rarely,Satisfied,E book access,Improve customer service
2025-03-09 01:17:33.970,51-70 years,Female,palamaner,,,,No,Once a week,Very satisfied,Increased safety and security,No,Increased programming and events,Walking trails,Crowding and noise,Sometimes,Public restrooms,Satisfied,Quarterly,Satisfied,"DIY workshop(crafting,painting)",Invest in technology
2025-03-09 01:19:30.826,36-50 years,Male,Tirupati,,,,No,A few times a week,Satisfied,"Cleaner, more comfortable vehicles",Yes,Increased programming and events,Picnic area,Accessibility and inclusivity,No,Electric vehicle charging stations,Very Satisfied,Never,Dissatisfied,E book access,Improve customer service
2025-03-09 01:19:40.176,18-35 years,Female,mysuru,,,,Yes,A few times a week,Unsatisfied,"Cleaner, more comfortable vehicles",Yes,Better maintenance and cleanliness,Restrooms,Accessibility and inclusivity,No,Sports equipment rentals,Dissatisfied,Quarterly,Very Dissatisfied,"DIY workshop(crafting,painting)",Invest in technology
2025-03-09 01:19:53.473,18-35 years,Male,kanakapura,,,,Yes,Everyday,Very satisfied,More frequent buses/trains,No,Increased programming and events,Picnic area,Lack of amenities,Yes,Electric vehicle charging stations,Dissatisfied,Weekly,Neutral,E book access,Invest in technology
2025-03-09 01:22:09.644,18-35 years,Female,Hyderabad,,,,Yes,Once a week,Neutral,More frequent buses/trains,Yes,More amenities,Sports facilities,Accessibility and inclusivity,No,Sports equipment rentals,Neutral,Weekly,Satisfied,E book access,Invest in technology
2025-03-09 01:22:42.891,10-18 years,Male,chennai,,,,Yes,Once a week,Very satisfied,Reduced fares or free transfers,No,Better maintenance and cleanliness,Sports facilities,Lack of amenities,No,Electric vehicle charging stations,Very Satisfied,Monthly,Satisfied,"DIY workshop(crafting,painting)",Improve customer service
2025-03-09 01:23:46.437,18-35 years,Male,palamaner,,,,No,A few times a week,Unsatisfied,More frequent buses/trains,No,More amenities,Playgrounds,Accessibility and inclusivity,Yes,Public restrooms,Neutral,Rarely,Neutral,Language learning programs,Invest in technology
2025-03-09 01:24:17.387,36-50 years,Female,Hyderabad,,,,No,A few times a week,Neutral,"Cleaner, more comfortable vehicles",No,Better maintenance and cleanliness,Sports facilities,Safety and security,Yes,Electric vehicle charging stations,Neutral,Rarely,Very Satisfied,E book access,Invest in technology
2025-03-09 01:25:10.184,36-50 years,Female,mysuru,,,,Yes,Everyday,Satisfied,Reduced fares or free transfers,No,More amenities,Walking trails,Accessibility and inclusivity,Sometimes,Electric vehicle charging stations,Neutral,Monthly,Dissatisfied,"DIY workshop(crafting,painting)",Increase transparency
2025-03-09 01:26:09.450,36-50 years,Female,palamaner,,,,No,Everyday,Very unsatisfied,Reduced fares or free transfers,Sometimes,Better maintenance and cleanliness,Picnic area,Crowding and noise,No,Electric vehicle charging stations,Dissatisfied,Weekly,Satisfied,Language learning programs,Invest in technology
2025-03-09 01:28:00.735,18-35 years,Female,chennai,,,,No,Once a week,Satisfied,Reduced fares or free transfers,Sometimes,Increased programming and events,Picnic area,Safety and security,Yes,Electric vehicle charging stations,Satisfied,Rarely,Dissatisfied,E book access,Improve customer service
2025-03-09 08:13:38.771,18-35 years,Male,Tirupati,,,,Yes,A few times a week,Unsatisfied,Reduced fares or free transfers,Sometimes,More amenities,Picnic area,Crowding and noise,No,Sports equipment rentals,Satisfied,Never,Neutral,"DIY workshop(crafting,painting)",Enhance community engagement
2025-03-09 08:14:01.296,36-50 years,Male,Andhra pradesh,,,,No,Once a week,Unsatisfied,Reduced fares or free transfers,No,Increased programming and events,Picnic area,Crowding and noise,No,Electric vehicle charging stations,Neutral,Monthly,Very Satisfied,E book access,Improve customer service
2025-03-09 08:14:19.228,36-50 years,Male,chennai,,,,No,A few times a week,Very unsatisfied,Increased safety and security,No,Improved lighting and safety,Sports facilities,Maintenance and cleanliness,Sometimes,Electric vehicle charging stations,Dissatisfied,Never,Dissatisfied,Language learning programs,Improve customer service
2025-03-09 08:15:37.095,10-18 years,Male,Tirupati,,,,No,A few times a week,Unsatisfied,"Cleaner, more comfortable vehicles",No,Better maintenance and cleanliness,Playgrounds,Lack of amenities,Sometimes,Electric vehicle charging stations,Neutral,Monthly,Satisfied,E book access,Improve customer service
2025-03-09 09:44:52.387,18-35 years,Male,kanakapura,,,,No,Once a week,Very satisfied,"Cleaner, more comfortable vehicles",No,More amenities,Picnic area,Lack of amenities,Sometimes,Public restrooms,Dissatisfied,Rarely,Very Satisfied,E book access,Improve customer service
2025-03-09 10:23:11.580,18-35 years,Female,Andhra pradesh,,,,Yes,Once a week,Very satisfied,Increased safety and security,No,More amenities,Sports facilities,Accessibility and inclusivity,Sometimes,Sports equipment rentals,Dissatisfied,Monthly,Very Satisfied,E book access,Improve customer service
2025-03-09 10:24:11.770,18-35 years,Female,kanakapura,,,,No,Once a week,Neutral,Reduced fares or free transfers,No,More amenities,Sports facilities,Lack of amenities,Yes,Public restrooms,Satisfied,Monthly,Neutral,Language learning programs,Increase transparency
2025-03-09 10:26:47.863,18-35 years,Male,Andhra pradesh,,,,No,A few times a week,Very satisfied,Increased safety and security,Yes,More amenities,Sports facilities,Safety and security,Yes,Electric vehicle charging stations,Very dissatisfied,Monthly,Satisfied,E book access,Improve customer service
2025-03-09 10:30:17.259,10-18 years,Male,Andhra pradesh,,,,Yes,Once a week,Satisfied,"Cleaner, more comfortable vehicles",Sometimes,Better maintenance and cleanliness,Walking trails,Lack of amenities,Sometimes,Electric vehicle charging stations,Very Satisfied,Rarely,Satisfied,Language learning programs,Improve customer service
2025-03-09 10:31:07.444,18-35 years,Female,chennai,,,,No,Once a week,Unsatisfied,Reduced fares or free transfers,Yes,Improved lighting and safety,Restrooms,Lack of amenities,No,Electric vehicle charging stations,Dissatisfied,Monthly,Dissatisfied,E book access,Invest in technology
2025-03-09 10:34:59.553,10-18 years,Male,mysuru,,,,No,A few times a week,Very unsatisfied,Reduced fares or free transfers,Sometimes,Better maintenance and cleanliness,Walking trails,Lack of amenities,No,Public restrooms,Very dissatisfied,Never,Satisfied,Language learning programs,Increase transparency
2025-03-09 10:35:00.191,18-35 years,Female,Bengaluru,,,,Yes,Everyday,Unsatisfied,Increased safety and security,No,Better maintenance and cleanliness,Walking trails,Lack of amenities,Sometimes,Public restrooms,Dissatisfied,Monthly,Satisfied,E book access,Increase transparency
2025-03-09 10:35:00.803,18-35 years,Male,Andhra pradesh,,,,Yes,Once a week,Neutral,Reduced fares or free transfers,No,Improved lighting and safety,Picnic area,Lack of amenities,No,Sports equipment rentals,Dissatisfied,Never,Satisfied,E book access,Invest in technology
2025-03-09 10:35:38.221,18-35 years,Female,mysuru,,,,No,Never,Satisfied,Reduced fares or free transfers,Yes,More amenities,Sports facilities,Lack of amenities,No,Public restrooms,Satisfied,Rarely,Dissatisfied,E book access,Invest in technology
2025-03-09 10:36:25.303,10-18 years,Male,chennai,,,,No,A few times a week,Unsatisfied,"Cleaner, more comfortable vehicles",No,More amenities,Picnic area,Accessibility and inclusivity,No,Sports equipment rentals,Satisfied,Monthly,Very Satisfied,E book access,Enhance community engagement
2025-03-09 10:37:28.685,18-35 years,Female,Andhra pradesh,,,,No,Never,Neutral,Increased safety and security,No,Increased programming and events,Sports facilities,Accessibility and inclusivity,Sometimes,Electric vehicle charging stations,Neutral,Quarterly,Very Satisfied,E book access,Improve customer service
2025-03-09 10:38:50.477,51-70 years,Female,mysuru,,,,No,A few times a week,Neutral,More frequent buses/trains,No,Increased programming and events,Picnic area,Crowding and noise,No,Electric vehicle charging stations,Dissatisfied,Monthly,Neutral,"DIY workshop(crafting,painting)",Invest in technology
